vinedo_id,timestamp,temp_aire,humedad_aire,presion_atm,punto_rocio
Cuartel_Malbec_1,2026-04-20T00:00:00,9.47,79.28,912.5,6.03
Cuartel_Malbec_1,2026-04-20T01:00:00,9.04,80.68,912.0,5.85
Cuartel_Malbec_1,2026-04-20T02:00:00,8.64,81.55,911.5,5.61
Cuartel_Malbec_1,2026-04-20T03:00:00,8.56,80.54,911.4,5.34
Cuartel_Malbec_1,2026-04-20T04:00:00,8.43,79.06,911.9,4.95
Cuartel_Malbec_1,2026-04-20T05:00:00,8.26,77.78,912.7,4.55
Cuartel_Malbec_1,2026-04-20T06:00:00,8.28,75.77,913.8,4.22
Cuartel_Malbec_1,2026-04-20T07:00:00,9.38,69.79,914.8,4.11
Cuartel_Malbec_1,2026-04-20T08:00:00,10.77,64.86,915.2,4.35
Cuartel_Malbec_1,2026-04-20T09:00:00,12.08,60.69,914.8,4.62
Cuartel_Malbec_1,2026-04-20T10:00:00,13.53,56.39,914.5,4.95
Cuartel_Malbec_1,2026-04-20T11:00:00,14.67,53.56,913.8,5.27
Cuartel_Malbec_1,2026-04-20T12:00:00,15.44,51.59,913.1,5.47
Cuartel_Malbec_1,2026-04-20T13:00:00,15.59,51.22,912.5,5.5
Cuartel_Malbec_1,2026-04-20T14:00:00,15.09,52.72,912.4,5.47
Cuartel_Malbec_1,2026-04-20T15:00:00,13.94,56.72,912.8,5.44
Cuartel_Malbec_1,2026-04-20T16:00:00,12.19,63.64,913.4,5.48
Cuartel_Malbec_1,2026-04-20T17:00:00,10.28,73.12,914.2,5.65
Cuartel_Malbec_1,2026-04-20T18:00:00,9.26,78.39,915.1,5.66
Cuartel_Malbec_1,2026-04-20T19:00:00,8.63,80.81,915.8,5.5
Cuartel_Malbec_1,2026-04-20T20:00:00,8.06,83.23,916.3,5.38
Cuartel_Malbec_1,2026-04-20T21:00:00,7.41,86.47,916.7,5.29
Cuartel_Malbec_1,2026-04-20T22:00:00,6.72,90.08,916.8,5.18
Cuartel_Malbec_1,2026-04-20T23:00:00,6.23,92.25,916.7,5.04
Cuartel_Malbec_1,2026-04-21T00:00:00,5.93,93.54,916.6,4.92
Cuartel_Malbec_1,2026-04-21T01:00:00,5.96,93.15,916.2,4.89
Cuartel_Malbec_1,2026-04-21T02:00:00,6.08,92.66,915.9,4.9
Cuartel_Malbec_1,2026-04-21T03:00:00,6.18,92.17,915.9,4.92
Cuartel_Malbec_1,2026-04-21T04:00:00,6.33,91.7,916.1,4.98
Cuartel_Malbec_1,2026-04-21T05:00:00,6.62,90.97,916.5,5.11
Cuartel_Malbec_1,2026-04-21T06:00:00,6.98,89.96,916.9,5.32
Cuartel_Malbec_1,2026-04-21T07:00:00,8.16,84.38,917.3,5.59
Cuartel_Malbec_1,2026-04-21T08:00:00,9.9,75.03,917.4,5.58
Cuartel_Malbec_1,2026-04-21T09:00:00,12.63,61.87,917.0,5.38
Cuartel_Malbec_1,2026-04-21T10:00:00,15.24,51.07,916.0,5.12
Cuartel_Malbec_1,2026-04-21T11:00:00,17.12,44.65,915.0,4.95
Cuartel_Malbec_1,2026-04-21T12:00:00,18.39,40.48,914.0,4.7
Cuartel_Malbec_1,2026-04-21T13:00:00,19.14,37.87,913.1,4.43
Cuartel_Malbec_1,2026-04-21T14:00:00,19.28,36.99,912.6,4.23
Cuartel_Malbec_1,2026-04-21T15:00:00,18.67,38.29,912.5,4.19
Cuartel_Malbec_1,2026-04-21T16:00:00,16.83,43.77,912.7,4.45
Cuartel_Malbec_1,2026-04-21T17:00:00,13.6,55.03,913.3,4.75
Cuartel_Malbec_1,2026-04-21T18:00:00,12.57,58.6,913.9,4.67
Cuartel_Malbec_1,2026-04-21T19:00:00,12.07,59.85,914.2,4.5
Cuartel_Malbec_1,2026-04-21T20:00:00,11.65,61.11,914.2,4.4
Cuartel_Malbec_1,2026-04-21T21:00:00,11.04,63.62,914.0,4.39
Cuartel_Malbec_1,2026-04-21T22:00:00,10.42,66.4,913.6,4.37
Cuartel_Malbec_1,2026-04-21T23:00:00,9.78,69.39,913.2,4.36
Cuartel_Malbec_1,2026-04-22T00:00:00,9.12,72.52,912.9,4.34
Cuartel_Malbec_1,2026-04-22T01:00:00,8.58,74.92,912.5,4.24
Cuartel_Malbec_1,2026-04-22T02:00:00,8.06,76.91,912.2,4.05
Cuartel_Malbec_1,2026-04-22T03:00:00,7.65,78.13,912.3,3.84
Cuartel_Malbec_1,2026-04-22T04:00:00,7.22,79.64,912.8,3.6
Cuartel_Malbec_1,2026-04-22T05:00:00,6.93,79.7,913.5,3.23
Cuartel_Malbec_1,2026-04-22T06:00:00,7.96,73.24,914.2,2.94
Cuartel_Malbec_1,2026-04-22T07:00:00,11.82,57.95,914.9,3.48
Cuartel_Malbec_1,2026-04-22T08:00:00,15.4,45.5,915.2,2.94
Cuartel_Malbec_1,2026-04-22T09:00:00,18.41,38.0,915.3,3.27
Cuartel_Malbec_1,2026-04-22T10:00:00,20.53,33.85,915.3,3.76
Cuartel_Malbec_1,2026-04-22T11:00:00,21.85,31.94,915.0,4.23
Cuartel_Malbec_1,2026-04-22T12:00:00,22.5,30.95,914.7,4.44
Cuartel_Malbec_1,2026-04-22T13:00:00,22.6,30.44,914.6,4.35
Cuartel_Malbec_1,2026-04-22T14:00:00,22.17,30.76,914.7,4.13
Cuartel_Malbec_1,2026-04-22T15:00:00,21.18,32.28,914.9,3.98
Cuartel_Malbec_1,2026-04-22T16:00:00,18.67,40.44,915.3,4.93
Cuartel_Malbec_1,2026-04-22T17:00:00,14.94,53.52,915.9,5.58
Cuartel_Malbec_1,2026-04-22T18:00:00,13.96,57.89,916.5,5.8
Cuartel_Malbec_1,2026-04-22T19:00:00,13.24,61.18,917.0,5.91
Cuartel_Malbec_1,2026-04-22T20:00:00,12.63,63.28,917.2,5.82
Cuartel_Malbec_1,2026-04-22T21:00:00,12.12,64.61,917.1,5.59
Cuartel_Malbec_1,2026-04-22T22:00:00,11.68,65.44,916.9,5.31
Cuartel_Malbec_1,2026-04-22T23:00:00,11.24,66.25,916.5,4.99
Cuartel_Malbec_1,2026-04-23T00:00:00,10.82,66.74,916.1,4.61
Cuartel_Malbec_1,2026-04-23T01:00:00,10.42,67.11,915.5,4.17
Cuartel_Malbec_1,2026-04-23T02:00:00,9.91,68.2,915.0,3.74
Cuartel_Malbec_1,2026-04-23T03:00:00,9.48,69.56,914.6,3.49
Cuartel_Malbec_1,2026-04-23T04:00:00,9.23,70.74,914.6,3.47
Cuartel_Malbec_1,2026-04-23T05:00:00,9.16,70.83,914.7,3.36
Cuartel_Malbec_1,2026-04-23T06:00:00,9.95,67.43,915.0,3.36
Cuartel_Malbec_1,2026-04-23T07:00:00,12.83,58.39,915.3,4.26
Cuartel_Malbec_1,2026-04-23T08:00:00,16.39,49.45,915.3,5.0
Cuartel_Malbec_1,2026-04-23T09:00:00,19.78,41.77,914.8,5.76
Cuartel_Malbec_1,2026-04-23T10:00:00,21.69,37.16,914.0,5.96
Cuartel_Malbec_1,2026-04-23T11:00:00,23.05,34.43,913.1,6.23
Cuartel_Malbec_1,2026-04-23T12:00:00,23.91,32.95,912.2,6.46
Cuartel_Malbec_1,2026-04-23T13:00:00,24.26,32.43,911.4,6.59
Cuartel_Malbec_1,2026-04-23T14:00:00,24.03,33.31,911.2,6.78
Cuartel_Malbec_1,2026-04-23T15:00:00,23.07,36.07,911.3,7.13
Cuartel_Malbec_1,2026-04-23T16:00:00,20.56,44.83,911.8,8.1
Cuartel_Malbec_1,2026-04-23T17:00:00,16.86,59.2,912.5,8.83
Cuartel_Malbec_1,2026-04-23T18:00:00,16.05,63.5,913.2,9.11
Cuartel_Malbec_1,2026-04-23T19:00:00,15.1,67.52,913.6,9.07
Cuartel_Malbec_1,2026-04-23T20:00:00,14.23,70.17,913.7,8.68
Cuartel_Malbec_1,2026-04-23T21:00:00,13.66,71.24,913.7,8.1
Cuartel_Malbec_1,2026-04-23T22:00:00,13.11,72.28,913.5,7.5
Cuartel_Malbec_1,2026-04-23T23:00:00,12.52,73.1,913.2,6.78
Cuartel_Malbec_1,2026-04-24T00:00:00,12.15,72.61,912.8,5.98
Cuartel_Malbec_1,2026-04-24T01:00:00,11.84,72.39,912.4,5.42
Cuartel_Malbec_1,2026-04-24T02:00:00,11.26,74.21,911.9,5.05
Cuartel_Malbec_1,2026-04-24T03:00:00,10.62,76.52,911.8,4.71
Cuartel_Malbec_1,2026-04-24T04:00:00,10.43,77.06,912.0,4.46
Cuartel_Malbec_1,2026-04-24T05:00:00,10.47,76.54,912.5,4.33
Cuartel_Malbec_1,2026-04-24T06:00:00,10.89,74.36,913.0,4.48
Cuartel_Malbec_1,2026-04-24T07:00:00,13.95,64.22,913.4,6.15
Cuartel_Malbec_1,2026-04-24T08:00:00,17.75,51.29,913.4,5.64
Cuartel_Malbec_1,2026-04-24T09:00:00,21.12,42.61,912.9,6.55
Cuartel_Malbec_1,2026-04-24T10:00:00,23.01,37.53,912.2,7.01
Cuartel_Malbec_1,2026-04-24T11:00:00,24.28,34.31,911.5,7.18
Cuartel_Malbec_1,2026-04-24T12:00:00,25.14,31.92,910.6,7.09
Cuartel_Malbec_1,2026-04-24T13:00:00,25.39,30.99,910.0,6.96
Cuartel_Malbec_1,2026-04-24T14:00:00,24.92,31.68,910.0,6.92
Cuartel_Malbec_1,2026-04-24T15:00:00,23.71,34.43,910.5,7.09
Cuartel_Malbec_1,2026-04-24T16:00:00,21.35,41.77,911.4,7.83
Cuartel_Malbec_1,2026-04-24T17:00:00,18.2,52.31,912.5,8.28
Cuartel_Malbec_1,2026-04-24T18:00:00,16.75,55.71,913.5,7.85
Cuartel_Malbec_1,2026-04-24T19:00:00,15.7,55.38,914.3,6.73
Cuartel_Malbec_1,2026-04-24T20:00:00,14.94,52.87,915.0,5.3
Cuartel_Malbec_1,2026-04-24T21:00:00,14.01,53.15,915.3,4.58
Cuartel_Malbec_1,2026-04-24T22:00:00,13.0,55.21,915.4,4.22
Cuartel_Malbec_1,2026-04-24T23:00:00,12.25,56.56,915.3,3.89
Cuartel_Malbec_1,2026-04-25T00:00:00,11.47,57.48,915.0,3.39
Cuartel_Malbec_1,2026-04-25T01:00:00,10.6,58.6,914.8,2.81
Cuartel_Malbec_1,2026-04-25T02:00:00,9.56,61.34,914.6,2.43
Cuartel_Malbec_1,2026-04-25T03:00:00,8.78,63.11,914.7,2.01
Cuartel_Malbec_1,2026-04-25T04:00:00,8.22,64.65,915.2,1.71
Cuartel_Malbec_1,2026-04-25T05:00:00,7.73,66.74,915.7,1.59
Cuartel_Malbec_1,2026-04-25T06:00:00,8.1,65.65,916.0,1.65
Cuartel_Malbec_1,2026-04-25T07:00:00,10.75,57.43,916.3,2.43
Cuartel_Malbec_1,2026-04-25T08:00:00,14.06,45.37,916.0,2.18
Cuartel_Malbec_1,2026-04-25T09:00:00,16.84,36.7,915.3,1.7
Cuartel_Malbec_1,2026-04-25T10:00:00,18.71,32.26,914.6,1.56
Cuartel_Malbec_1,2026-04-25T11:00:00,20.08,29.4,913.5,1.45
Cuartel_Malbec_1,2026-04-25T12:00:00,21.11,27.03,912.1,1.19
Cuartel_Malbec_1,2026-04-25T13:00:00,21.55,25.77,911.0,0.95
Cuartel_Malbec_1,2026-04-25T14:00:00,21.29,25.82,910.6,0.85
Cuartel_Malbec_1,2026-04-25T15:00:00,20.35,27.18,910.7,0.77
Cuartel_Malbec_1,2026-04-25T16:00:00,17.77,33.94,910.9,1.62
Cuartel_Malbec_1,2026-04-25T17:00:00,14.31,43.87,911.3,2.11
Cuartel_Malbec_1,2026-04-25T18:00:00,13.22,46.74,911.8,1.97
Cuartel_Malbec_1,2026-04-25T19:00:00,11.99,49.85,912.0,1.66
Cuartel_Malbec_1,2026-04-25T20:00:00,11.02,52.27,912.1,1.28
Cuartel_Malbec_1,2026-04-25T21:00:00,10.11,54.6,912.1,0.85
Cuartel_Malbec_1,2026-04-25T22:00:00,9.5,55.64,912.0,0.3
Cuartel_Malbec_1,2026-04-25T23:00:00,9.36,54.18,911.8,-0.42
Cuartel_Malbec_1,2026-04-26T00:00:00,9.54,50.2,911.5,-1.42
Cuartel_Malbec_1,2026-04-26T01:00:00,9.78,46.13,911.1,-2.37
Cuartel_Malbec_1,2026-04-26T02:00:00,9.42,45.51,910.7,-2.83
Cuartel_Malbec_1,2026-04-26T03:00:00,8.59,46.96,910.7,-3.06
Cuartel_Malbec_1,2026-04-26T04:00:00,7.94,47.61,911.4,-3.42
Cuartel_Malbec_1,2026-04-26T05:00:00,7.97,43.75,912.5,-4.4
Cuartel_Malbec_1,2026-04-26T06:00:00,8.66,38.68,913.8,-4.96
Cuartel_Malbec_1,2026-04-26T07:00:00,11.33,33.71,915.3,-4.09
Cuartel_Malbec_1,2026-04-26T08:00:00,14.3,26.7,916.3,-4.67
Cuartel_Malbec_1,2026-04-26T09:00:00,16.18,25.74,916.5,-3.61
Cuartel_Malbec_1,2026-04-26T10:00:00,17.38,25.09,916.0,-2.88
Cuartel_Malbec_1,2026-04-26T11:00:00,18.17,24.2,915.3,-2.62
Cuartel_Malbec_1,2026-04-26T12:00:00,18.66,23.32,914.7,-2.64
Cuartel_Malbec_1,2026-04-26T13:00:00,18.68,23.01,914.2,-2.79
Cuartel_Malbec_1,2026-04-26T14:00:00,18.05,23.58,914.3,-3.0
Cuartel_Malbec_1,2026-04-26T15:00:00,16.49,25.58,914.9,-3.21
Cuartel_Malbec_1,2026-04-26T16:00:00,13.98,29.9,915.8,-3.26
Cuartel_Malbec_1,2026-04-26T17:00:00,10.87,37.4,916.8,-3.04
Cuartel_Malbec_1,2026-04-26T18:00:00,9.23,41.43,918.1,-3.12
Cuartel_Malbec_1,2026-04-26T19:00:00,7.95,44.67,918.9,-3.26
Cuartel_Malbec_1,2026-04-26T20:00:00,6.93,47.34,919.6,-3.43
Cuartel_Malbec_1,2026-04-26T21:00:00,6.06,49.67,920.0,-3.56
Cuartel_Malbec_1,2026-04-26T22:00:00,5.45,50.51,920.2,-3.93
Cuartel_Malbec_1,2026-04-26T23:00:00,5.03,49.82,920.1,-4.45
Cuartel_Malbec_1,2026-04-27T00:00:00,4.6,49.4,919.7,-4.98
Cuartel_Malbec_1,2026-04-27T01:00:00,4.21,48.95,919.0,-5.44
Cuartel_Malbec_1,2026-04-27T02:00:00,3.83,48.95,918.2,-5.79
Cuartel_Malbec_1,2026-04-27T03:00:00,3.35,49.85,917.6,-6.03
Cuartel_Malbec_1,2026-04-27T04:00:00,2.82,51.15,917.4,-6.17
Cuartel_Malbec_1,2026-04-27T05:00:00,2.45,52.52,917.4,-6.24
Cuartel_Malbec_1,2026-04-27T06:00:00,2.95,51.06,917.2,-6.13
Cuartel_Malbec_1,2026-04-27T07:00:00,6.72,38.92,916.8,-6.15
Cuartel_Malbec_1,2026-04-27T08:00:00,10.85,24.21,915.9,-8.4
Cuartel_Malbec_1,2026-04-27T09:00:00,14.03,20.53,914.7,-7.87
Cuartel_Malbec_1,2026-04-27T10:00:00,16.37,19.06,913.7,-6.97
Cuartel_Malbec_1,2026-04-27T11:00:00,18.06,18.03,912.9,-6.35
Cuartel_Malbec_1,2026-04-27T12:00:00,19.29,17.19,911.6,-6.0
Cuartel_Malbec_1,2026-04-27T13:00:00,20.06,16.8,910.4,-5.68
Cuartel_Malbec_1,2026-04-27T14:00:00,19.97,17.57,909.8,-5.21
Cuartel_Malbec_1,2026-04-27T15:00:00,18.49,20.23,910.1,-4.59
Cuartel_Malbec_1,2026-04-27T16:00:00,15.87,26.73,910.7,-3.14
Cuartel_Malbec_1,2026-04-27T17:00:00,14.18,31.08,911.1,-2.62
Cuartel_Malbec_1,2026-04-27T18:00:00,13.47,32.46,911.2,-2.65
Cuartel_Malbec_1,2026-04-27T19:00:00,12.72,34.89,911.3,-2.33
Cuartel_Malbec_1,2026-04-27T20:00:00,12.17,37.42,911.8,-1.9
Cuartel_Malbec_1,2026-04-27T21:00:00,11.44,41.12,912.0,-1.32
Cuartel_Malbec_1,2026-04-27T22:00:00,10.75,44.52,912.1,-0.87
Cuartel_Malbec_1,2026-04-27T23:00:00,10.47,45.81,911.9,-0.73
Cuartel_Malbec_1,2026-04-28T00:00:00,9.27,50.51,911.6,-0.53
Cuartel_Malbec_1,2026-04-28T01:00:00,8.55,53.79,911.3,-0.35
Cuartel_Malbec_1,2026-04-28T02:00:00,8.2,55.49,911.3,-0.24
Cuartel_Malbec_1,2026-04-28T03:00:00,7.2,60.76,912.2,0.06
Cuartel_Malbec_1,2026-04-28T04:00:00,6.51,64.07,913.1,0.14
Cuartel_Malbec_1,2026-04-28T05:00:00,6.5,63.09,913.5,-0.05
Cuartel_Malbec_1,2026-04-28T06:00:00,7.22,60.21,913.9,-0.02
Cuartel_Malbec_1,2026-04-28T07:00:00,11.02,46.93,914.0,0.12
Cuartel_Malbec_1,2026-04-28T08:00:00,14.21,39.49,913.6,0.56
Cuartel_Malbec_1,2026-04-28T09:00:00,17.33,32.9,912.7,0.74
Cuartel_Malbec_1,2026-04-28T10:00:00,19.78,26.98,911.5,0.14
Cuartel_Malbec_1,2026-04-28T11:00:00,21.49,23.11,910.3,-0.47
Cuartel_Malbec_1,2026-04-28T12:00:00,22.7,20.49,908.8,-1.09
Cuartel_Malbec_1,2026-04-28T13:00:00,23.39,18.92,907.5,-1.62
Cuartel_Malbec_1,2026-04-28T14:00:00,23.67,18.08,906.5,-1.97
Cuartel_Malbec_1,2026-04-28T15:00:00,22.74,19.17,905.9,-1.94
Cuartel_Malbec_1,2026-04-28T16:00:00,19.61,25.26,905.8,-0.78
Cuartel_Malbec_1,2026-04-28T17:00:00,15.65,33.58,906.1,-0.33
Cuartel_Malbec_1,2026-04-28T18:00:00,14.59,36.84,906.5,-0.02
Cuartel_Malbec_1,2026-04-28T19:00:00,14.15,39.17,906.7,0.36
Cuartel_Malbec_1,2026-04-28T20:00:00,13.67,42.36,906.8,0.95
Cuartel_Malbec_1,2026-04-28T21:00:00,12.86,46.72,907.0,1.51
Cuartel_Malbec_1,2026-04-28T22:00:00,11.95,51.04,906.8,1.88
Cuartel_Malbec_1,2026-04-28T23:00:00,11.52,53.35,906.5,2.12
Cuartel_Malbec_1,2026-04-29T00:00:00,10.43,58.53,906.9,2.43
Cuartel_Malbec_1,2026-04-29T01:00:00,9.43,64.34,907.4,2.85
Cuartel_Malbec_1,2026-04-29T02:00:00,9.36,65.18,908.1,2.96
Cuartel_Malbec_1,2026-04-29T03:00:00,9.84,62.3,908.4,2.79
Cuartel_Malbec_1,2026-04-29T04:00:00,10.52,57.61,908.7,2.36
Cuartel_Malbec_1,2026-04-29T05:00:00,10.69,54.75,909.5,1.84
Cuartel_Malbec_1,2026-04-29T06:00:00,11.14,53.08,910.4,1.84
Cuartel_Malbec_1,2026-04-29T07:00:00,14.91,43.74,911.2,2.65
Cuartel_Malbec_1,2026-04-29T08:00:00,17.53,37.47,911.8,2.78
Cuartel_Malbec_1,2026-04-29T09:00:00,19.34,34.69,912.0,3.31
Cuartel_Malbec_1,2026-04-29T10:00:00,21.17,30.92,911.8,3.31
Cuartel_Malbec_1,2026-04-29T11:00:00,23.29,25.68,911.2,2.55
Cuartel_Malbec_1,2026-04-29T12:00:00,24.15,23.83,910.4,2.22
Cuartel_Malbec_1,2026-04-29T13:00:00,24.43,23.04,909.7,1.99
Cuartel_Malbec_1,2026-04-29T14:00:00,24.18,23.18,909.1,1.86
Cuartel_Malbec_1,2026-04-29T15:00:00,23.25,24.76,908.9,2.03
Cuartel_Malbec_1,2026-04-29T16:00:00,20.31,31.46,909.0,2.86
Cuartel_Malbec_1,2026-04-29T17:00:00,16.45,41.11,909.5,3.21
Cuartel_Malbec_1,2026-04-29T18:00:00,15.31,43.92,910.1,3.11
Cuartel_Malbec_1,2026-04-29T19:00:00,14.4,45.69,910.3,2.83
Cuartel_Malbec_1,2026-04-29T20:00:00,13.67,46.98,910.2,2.55
Cuartel_Malbec_1,2026-04-29T21:00:00,12.97,48.86,909.8,2.41
Cuartel_Malbec_1,2026-04-29T22:00:00,12.13,52.01,909.3,2.43
Cuartel_Malbec_1,2026-04-29T23:00:00,11.32,55.27,908.6,2.49
Cuartel_Malbec_1,2026-04-30T00:00:00,10.73,58.0,908.0,2.52
Cuartel_Malbec_1,2026-04-30T01:00:00,10.25,60.3,907.2,2.58
Cuartel_Malbec_1,2026-04-30T02:00:00,9.82,63.09,906.6,2.81
Cuartel_Malbec_1,2026-04-30T03:00:00,9.37,66.73,906.2,3.16
Cuartel_Malbec_1,2026-04-30T04:00:00,8.95,70.9,906.0,3.62
Cuartel_Malbec_1,2026-04-30T05:00:00,8.62,75.22,906.0,4.15
Cuartel_Malbec_1,2026-04-30T06:00:00,9.06,75.3,906.3,4.6
Cuartel_Malbec_1,2026-04-30T07:00:00,12.24,63.38,906.7,5.27
Cuartel_Malbec_1,2026-04-30T08:00:00,16.11,50.18,906.7,5.46
Cuartel_Malbec_1,2026-04-30T09:00:00,19.42,41.41,906.1,5.69
Cuartel_Malbec_1,2026-04-30T10:00:00,22.07,34.82,905.3,5.62
Cuartel_Malbec_1,2026-04-30T11:00:00,24.24,28.64,904.2,4.8
Cuartel_Malbec_1,2026-04-30T12:00:00,25.66,25.19,903.1,4.21
Cuartel_Malbec_1,2026-04-30T13:00:00,26.32,23.62,902.3,3.87
Cuartel_Malbec_1,2026-04-30T14:00:00,26.26,23.4,902.1,3.69
Cuartel_Malbec_1,2026-04-30T15:00:00,25.24,25.31,902.4,3.93
Cuartel_Malbec_1,2026-04-30T16:00:00,21.72,33.81,902.9,5.06
Cuartel_Malbec_1,2026-04-30T17:00:00,18.11,44.2,903.6,5.67
Cuartel_Malbec_1,2026-04-30T18:00:00,16.79,50.12,904.4,6.2
Cuartel_Malbec_1,2026-04-30T19:00:00,15.52,55.94,904.9,6.47
Cuartel_Malbec_1,2026-04-30T20:00:00,14.76,59.87,905.1,6.58
Cuartel_Malbec_1,2026-04-30T21:00:00,13.9,64.84,905.1,6.84
Cuartel_Malbec_1,2026-04-30T22:00:00,12.99,69.78,905.2,6.93
Cuartel_Malbec_1,2026-04-30T23:00:00,12.16,74.09,905.2,6.91
Cuartel_Malbec_1,2026-05-01T00:00:00,11.31,79.12,905.1,7.03
Cuartel_Malbec_1,2026-05-01T01:00:00,10.69,83.11,905.0,7.17
Cuartel_Malbec_1,2026-05-01T02:00:00,10.16,85.52,905.0,6.98
Cuartel_Malbec_1,2026-05-01T03:00:00,10.06,81.79,905.2,6.15
Cuartel_Malbec_1,2026-05-01T04:00:00,10.36,72.3,905.9,4.67
Cuartel_Malbec_1,2026-05-01T05:00:00,10.66,62.58,906.6,3.1
Cuartel_Malbec_1,2026-05-01T06:00:00,11.59,51.47,907.8,1.45
Cuartel_Malbec_1,2026-05-01T07:00:00,15.51,36.47,909.0,0.48
Cuartel_Malbec_1,2026-05-01T08:00:00,18.43,30.95,909.9,0.62
Cuartel_Malbec_1,2026-05-01T09:00:00,20.48,24.83,910.0,-0.55
Cuartel_Malbec_1,2026-05-01T10:00:00,22.11,22.25,909.9,-0.57
Cuartel_Malbec_1,2026-05-01T11:00:00,23.15,22.78,909.9,0.6
Cuartel_Malbec_1,2026-05-01T12:00:00,23.72,24.34,909.7,1.98
Cuartel_Malbec_1,2026-05-01T13:00:00,23.84,25.05,909.8,2.49
Cuartel_Malbec_1,2026-05-01T14:00:00,23.36,25.34,910.2,2.26
Cuartel_Malbec_1,2026-05-01T15:00:00,22.01,26.2,910.9,1.69
Cuartel_Malbec_1,2026-05-01T16:00:00,19.29,30.19,912.4,1.4
Cuartel_Malbec_1,2026-05-01T17:00:00,15.85,38.08,914.4,1.6
Cuartel_Malbec_1,2026-05-01T18:00:00,14.06,42.81,916.0,1.61
Cuartel_Malbec_1,2026-05-01T19:00:00,12.59,47.0,917.5,1.58
Cuartel_Malbec_1,2026-05-01T20:00:00,11.44,50.88,918.8,1.62
Cuartel_Malbec_1,2026-05-01T21:00:00,10.51,54.79,920.2,1.8
Cuartel_Malbec_1,2026-05-01T22:00:00,9.61,58.74,921.1,1.93
Cuartel_Malbec_1,2026-05-01T23:00:00,8.81,62.31,921.8,2.0
Cuartel_Malbec_1,2026-05-02T00:00:00,8.16,65.54,922.1,2.07
Cuartel_Malbec_1,2026-05-02T01:00:00,7.4,68.47,922.2,1.97
Cuartel_Malbec_1,2026-05-02T02:00:00,6.58,70.33,922.5,1.55
Cuartel_Malbec_1,2026-05-02T03:00:00,5.75,70.33,922.7,0.75
Cuartel_Malbec_1,2026-05-02T04:00:00,5.2,68.42,923.0,-0.2
Cuartel_Malbec_1,2026-05-02T05:00:00,4.79,66.83,923.4,-0.94
Cuartel_Malbec_1,2026-05-02T06:00:00,4.91,63.23,923.8,-1.62
Cuartel_Malbec_1,2026-05-02T07:00:00,7.84,45.54,924.1,-3.26
Cuartel_Malbec_1,2026-05-02T08:00:00,11.02,30.0,923.9,-5.71
Cuartel_Malbec_1,2026-05-02T09:00:00,13.57,22.78,923.1,-7.0
Cuartel_Malbec_1,2026-05-02T10:00:00,15.32,19.89,922.1,-7.26
Cuartel_Malbec_1,2026-05-02T11:00:00,16.61,18.76,920.9,-6.93
Cuartel_Malbec_1,2026-05-02T12:00:00,17.58,18.5,919.6,-6.38
Cuartel_Malbec_1,2026-05-02T13:00:00,18.19,18.77,918.6,-5.72
Cuartel_Malbec_1,2026-05-02T14:00:00,18.25,19.81,918.0,-5.05
Cuartel_Malbec_1,2026-05-02T15:00:00,17.52,21.98,917.8,-4.31
Cuartel_Malbec_1,2026-05-02T16:00:00,15.07,27.84,917.8,-3.3
Cuartel_Malbec_1,2026-05-02T17:00:00,11.84,36.28,918.0,-2.58
Cuartel_Malbec_1,2026-05-02T18:00:00,11.13,38.81,918.1,-2.32
Cuartel_Malbec_1,2026-05-02T19:00:00,10.79,40.15,918.0,-2.19
Cuartel_Malbec_1,2026-05-02T20:00:00,10.56,41.33,917.5,-2.03
Cuartel_Malbec_1,2026-05-02T21:00:00,10.27,43.63,916.9,-1.58
Cuartel_Malbec_1,2026-05-02T22:00:00,9.91,48.37,916.0,-0.61
Cuartel_Malbec_1,2026-05-02T23:00:00,9.61,55.3,915.1,0.79
Cuartel_Malbec_1,2026-05-03T00:00:00,9.34,63.1,914.2,2.18
Cuartel_Malbec_1,2026-05-03T01:00:00,8.72,68.45,913.3,2.65
Cuartel_Malbec_1,2026-05-03T02:00:00,8.2,68.71,912.5,2.24
Cuartel_Malbec_1,2026-05-03T03:00:00,7.66,66.52,912.1,1.38
Cuartel_Malbec_1,2026-05-03T04:00:00,7.06,65.25,912.0,0.58
Cuartel_Malbec_1,2026-05-03T05:00:00,6.46,65.3,912.3,0.03
Cuartel_Malbec_1,2026-05-03T06:00:00,6.59,63.21,912.2,-0.3
Cuartel_Malbec_1,2026-05-03T07:00:00,9.86,51.68,912.0,0.2
Cuartel_Malbec_1,2026-05-03T08:00:00,13.59,39.53,911.7,-0.13
Cuartel_Malbec_1,2026-05-03T09:00:00,16.93,31.65,911.2,-0.34
Cuartel_Malbec_1,2026-05-03T10:00:00,19.8,26.54,910.3,-0.27
Cuartel_Malbec_1,2026-05-03T11:00:00,22.2,22.86,909.1,-0.23
Cuartel_Malbec_1,2026-05-03T12:00:00,23.8,20.49,908.1,-0.35
Cuartel_Malbec_1,2026-05-03T13:00:00,24.58,19.26,907.5,-0.52
Cuartel_Malbec_1,2026-05-03T14:00:00,24.43,19.38,907.2,-0.56
Cuartel_Malbec_1,2026-05-03T15:00:00,23.34,21.19,907.3,-0.22
Cuartel_Malbec_1,2026-05-03T16:00:00,19.7,28.9,907.6,1.1
Cuartel_Malbec_1,2026-05-03T17:00:00,16.32,36.31,908.1,1.27
